"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa05230","Central carbon metabolism in cancer",65,-0.194979985626291,-0.766997061331809,0.862123613312203,0.930808950086058,0.689917564996829,4254,"tags=25%, list=25%, signal=18%","2064/51548/4914/5224/5296/27165/3265/4233/2261/4609/5291/80201/2744/5605/6513/2263"
"hsa00514","Other types of O-glycan biosynthesis",46,-0.203028132061611,-0.758633057044843,0.8544,0.930808950086058,0.689917564996829,4706,"tags=35%, list=28%, signal=25%","29954/84620/23127/8985/5986/728819/63917/79709/84750/23275/26290/145173/8704/11227/79623/2591"
"hsa04927","Cortisol synthesis and secretion",52,-0.194045605198277,-0.740228808507787,0.867088607594937,0.930808950086058,0.689917564996829,5443,"tags=37%, list=32%, signal=25%","185/107/1386/1388/468/90993/148327/112/8912/9586/3777/10488/5332/2767/3710/3164/949/1583/3776"
"hsa04980","Cobalamin transport and metabolism",17,-0.248712355379962,-0.71333856993514,0.860424028268551,0.930808950086058,0.689917564996829,955,"tags=35%, list=6%, signal=33%","6947/7629/27249/326625/4594/51293"
"hsa05207","Chemical carcinogenesis - receptor activation",157,-0.175980005809083,-0.813160270238137,0.888048411497731,0.949874566728585,0.704049040427914,5146,"tags=35%, list=31%, signal=25%","2773/2099/1136/4258/1386/5595/9970/1388/4259/2949/2944/3836/1950/468/90993/148327/6776/1869/112/2946/54852/2938/5296/3320/8822/9586/2100/10683/3265/154/3725/10488/6199/595/408/3326/6714/572/2053/4609/9314/5291/1141/406886/6258/5578/1978/5605/2947/688/774/2254/79852/2941/2940"
"hsa00270","Cysteine and methionine metabolism",48,0.183996413786263,0.740015984221336,0.892105263157895,0.951203719076872,0.705034210963237,3758,"tags=25%, list=22%, signal=19%","883/1491/259307/2806/3945/27430/1786/1036/51074/23743/635/4190"
"hsa04726","Serotonergic synapse",79,0.170106317214796,0.746186625511981,0.91578947368421,0.964289227742253,0.714733217697466,4317,"tags=32%, list=26%, signal=24%","111/5567/4129/3708/3845/2793/23236/5579/1573/2562/2778/5604/1564/5321/10681/836/7166/2786/3363/775/2770/369/2771/5742/3709"
"hsa03008","Ribosome biogenesis in eukaryotes",75,-0.184290523264378,-0.744927797987982,0.914012738853503,0.964289227742253,0.714733217697466,4824,"tags=31%, list=29%, signal=22%","22803/28987/10528/10799/23160/4931/10607/55651/54913/5901/25996/10248/51119/1460/55505/55272/10482/2091/3692/10775/51367/29107/6023"
"hsa00100","Steroid biosynthesis",19,0.214163304843968,0.686104656357185,0.913145539906103,0.964289227742253,0.714733217697466,5530,"tags=58%, list=33%, signal=39%","3930/1718/6646/50814/1717/7108/1056/1594/51478/10682/6309"
"hsa04977","Vitamin digestion and absorption",20,0.20871784503186,0.67593235824371,0.913145539906103,0.964289227742253,0.714733217697466,5563,"tags=50%, list=33%, signal=33%","80704/8884/9963/113235/55788/4363/6948/113278/5826/151056"
"hsa03082","ATP-dependent chromatin remodeling",100,0.169504929357471,0.773112185327285,0.924324324324324,0.964899215569457,0.715185341966773,3362,"tags=22%, list=20%, signal=18%","26039/54617/9219/11176/55274/51773/57492/84295/55257/6603/8289/1108/8295/9031/3065/10847/65980/8932/80314/54556/11177/57459"
"hsa05222","Small cell lung cancer",92,0.171125959356966,0.770357835173954,0.924932975871314,0.964899215569457,0.715185341966773,3611,"tags=25%, list=21%, signal=20%","330/4790/1284/5293/8517/1285/1282/4843/7187/1027/5295/2335/1870/4792/3908/1147/7188/7186/5970/836/5915/1286/7709"
"hsa00052","Galactose metabolism",24,0.200667381808481,0.678797028515213,0.919512195121951,0.964899215569457,0.715185341966773,1552,"tags=12%, list=9%, signal=11%","5236/7360/2683"
"hsa04137","Mitophagy - animal",101,0.168272155422566,0.770731578310535,0.93368700265252,0.965095433934409,0.715330779434411,4685,"tags=34%, list=28%, signal=24%","3845/51622/345778/57154/29110/23710/283106/7942/7415/4976/10075/22879/3091/9958/5869/5601/79594/10241/7186/5970/11331/22808/10370/25820/2309/643246/64786/440738/8678/5599/9927/64750/65018/6667"
"hsa05215","Prostate cancer",97,-0.174779819213063,-0.743703232085202,0.931746031746032,0.965095433934409,0.715330779434411,2687,"tags=18%, list=16%, signal=15%","3265/10488/2950/595/3326/572/2119/6692/3480/5291/5154/4314/2932/5605/1499/2263/7113"
"hsa03018","RNA degradation",74,-0.179742225086206,-0.72363782559685,0.93312101910828,0.965095433934409,0.715330779434411,3457,"tags=19%, list=21%, signal=15%","25804/80336/23016/10950/51690/27258/56915/26986/2027/57819/5042/11340/54512/27257"
"hsa04926","Relaxin signaling pathway",114,0.161215745985368,0.756063940227537,0.950819672131147,0.979808076769292,0.726235821460889,3561,"tags=25%, list=21%, signal=20%","111/5567/3845/4790/1284/5293/2793/1285/23236/1282/4843/7048/5295/4792/2778/7424/2885/113/5601/5604/4312/5970/6655/4846/10681/196883/2786/1286/53358"
"hsa04921","Oxytocin signaling pathway",130,0.161724460399368,0.775572812592616,0.953890489913545,0.979984758634584,0.726366778433606,4484,"tags=32%, list=27%, signal=23%","111/5567/952/3708/5294/3845/2983/4775/2002/5530/23236/816/814/57118/2977/5579/818/2778/113/4208/5604/51422/5562/5563/5321/4846/4881/2982/196883/4660/5534/23533/775/5532/2770/2771/340156/1827/3709/3759/9475"
"hsa04145","Phagocytosis",223,-0.157438723375189,-0.764361732173998,0.969740634005764,0.985403555905987,0.730383202446668,3381,"tags=20%, list=20%, signal=16%","10671/29927/245973/84315/51807/81035/84938/10952/9341/523/7059/7879/347733/9554/1781/23480/9296/2209/1511/4481/528/51382/114876/5874/3690/51606/7280/5291/11337/11258/221960/949/1759/9550/1513/23192/290/8655/83658/534/55860/53407/10382/3934"
"hsa04928","Parathyroid hormone synthesis, secretion and action",100,0.161649386040256,0.73728304287151,0.962162162162162,0.985403555905987,0.730383202446668,4317,"tags=32%, list=26%, signal=24%","111/5567/8600/3708/5144/4209/65125/23236/5579/5142/4040/9138/5337/2778/65267/113/11214/4208/5604/4041/2768/2625/196883/64386/9365/2260/64764/10672/2770/369/2771/3709"
"hsa01040","Biosynthesis of unsaturated fatty acids",27,0.177812373602807,0.613024403667603,0.96551724137931,0.985403555905987,0.730383202446668,2184,"tags=15%, list=13%, signal=13%","570/3295/30/51144"
"hsa03050","Proteasome",44,-0.164647657605824,-0.608470504008668,0.970826580226904,0.985403555905987,0.730383202446668,4862,"tags=30%, list=29%, signal=21%","5692/5706/5701/5687/10213/5682/9861/5700/5715/5714/9491/7979/5694"
"hsa00010","Glycolysis / Gluconeogenesis",58,0.155402778289713,0.647426777452179,0.976377952755906,0.985630110630111,0.730551125287967,4261,"tags=26%, list=25%, signal=19%","5236/217/387712/229/230/5313/125/3945/7167/5105/5214/5160/222/5230/219"
"hsa00250","Alanine, aspartate and glutamate metabolism",33,-0.175620440697165,-0.599670393445697,0.97979797979798,0.985630110630111,0.730551125287967,4366,"tags=30%, list=26%, signal=22%","1373/2875/158/435/27165/284716/339983/2571/122622/2744"
"hsa04614","Renin-angiotensin system",18,-0.19164952081693,-0.556825568644757,0.978910369068541,0.985630110630111,0.730551125287967,2028,"tags=50%, list=12%, signal=44%","1359/57486/1215/185/2028/4311/1511/3816/290"
"hsa04141","Protein processing in endoplasmic reticulum",165,-0.152924081460574,-0.710569404921133,0.990909090909091,0.993849473968168,0.736643334800449,4949,"tags=28%, list=29%, signal=20%","1388/4287/56681/468/10961/10277/10483/51726/81567/10808/3304/3703/55741/6748/55432/4780/3320/1603/6746/29927/6396/10952/55757/6747/3337/10970/100128731/5886/824/23480/3303/200185/3326/6048/80700/7993/51009/23471/746/6500/133022/581/55968/23640/23645/58505/3310"
"hsa03410","Base excision repair",44,-0.12626462181846,-0.466622478530936,1,1,0.741202117720336,3741,"tags=16%, list=22%, signal=12%","5111/4913/4350/7515/3978/11284/7374"
